Date,Time,CO(GT),NO2(GT),AQI_Friction
22/10/2004,02.00.00,1.0,57.0,48.5
22/10/2004,05.00.00,0.9,49.0,42.5
22/10/2004,06.00.00,1.0,55.0,47.5
22/10/2004,07.00.00,2.8,78.0,95.0
22/10/2004,08.00.00,4.1,91.0,127.5
22/10/2004,09.00.00,2.9,88.0,102.0
22/10/2004,10.00.00,2.7,83.0,95.5
22/10/2004,11.00.00,2.1,81.0,82.5
22/10/2004,12.00.00,2.4,83.0,89.5
22/10/2004,13.00.00,3.8,111.0,131.5
22/10/2004,14.00.00,3.7,112.0,130.0
22/10/2004,15.00.00,3.7,112.0,130.0
22/10/2004,16.00.00,5.5,137.0,178.5
22/10/2004,17.00.00,5.4,152.0,184.0
22/10/2004,18.00.00,8.4,163.0,249.5
22/10/2004,19.00.00,6.8,135.0,203.5
22/10/2004,20.00.00,4.5,119.0,149.5
22/10/2004,21.00.00,2.5,91.0,95.5
22/10/2004,22.00.00,1.6,74.0,69.0
22/10/2004,23.00.00,1.7,73.0,70.5
23/10/2004,00.00.00,1.7,71.0,69.5
23/10/2004,01.00.00,1.1,57.0,50.5
23/10/2004,02.00.00,1.0,51.0,45.5
23/10/2004,05.00.00,0.7,43.0,35.5
23/10/2004,06.00.00,1.2,52.0,50.0
23/10/2004,07.00.00,2.3,65.0,78.5
23/10/2004,08.00.00,3.0,69.0,94.5
23/10/2004,09.00.00,3.3,91.0,111.5
23/10/2004,10.00.00,2.8,92.0,102.0
23/10/2004,11.00.00,3.0,102.0,111.0
23/10/2004,12.00.00,3.4,118.0,127.0
23/10/2004,13.00.00,3.0,111.0,115.5
23/10/2004,14.00.00,2.3,101.0,96.5
23/10/2004,15.00.00,3.1,119.0,121.5
23/10/2004,16.00.00,3.0,115.0,117.5
23/10/2004,17.00.00,3.3,120.0,126.0
23/10/2004,18.00.00,4.0,115.0,137.5
23/10/2004,19.00.00,4.6,118.0,151.0
23/10/2004,20.00.00,4.1,117.0,140.5
23/10/2004,21.00.00,2.3,96.0,94.0
23/10/2004,22.00.00,2.6,89.0,96.5
23/10/2004,23.00.00,2.6,84.0,94.0
24/10/2004,00.00.00,2.9,97.0,106.5
24/10/2004,01.00.00,2.1,68.0,76.0
24/10/2004,02.00.00,2.1,66.0,75.0
24/10/2004,05.00.00,1.4,48.0,52.0
24/10/2004,06.00.00,1.2,47.0,47.5
24/10/2004,07.00.00,1.5,48.0,54.0
24/10/2004,08.00.00,0.9,45.0,40.5
24/10/2004,09.00.00,1.4,59.0,57.5
24/10/2004,10.00.00,2.1,84.0,84.0
24/10/2004,11.00.00,1.6,72.0,68.0
24/10/2004,12.00.00,1.5,68.0,64.0
24/10/2004,13.00.00,1.1,52.0,48.0
24/10/2004,14.00.00,1.4,70.0,63.0
24/10/2004,15.00.00,2.0,90.0,85.0
24/10/2004,16.00.00,2.0,87.0,83.5
24/10/2004,17.00.00,2.5,99.0,99.5
24/10/2004,18.00.00,4.3,128.0,150.0
24/10/2004,19.00.00,5.2,127.0,167.5
24/10/2004,20.00.00,3.4,99.0,117.5
24/10/2004,21.00.00,1.3,72.0,62.0
24/10/2004,22.00.00,1.2,62.0,55.0
24/10/2004,23.00.00,1.7,62.0,65.0
25/10/2004,00.00.00,1.7,63.0,65.5
25/10/2004,01.00.00,1.4,56.0,56.0
25/10/2004,02.00.00,0.9,44.0,40.0
25/10/2004,05.00.00,0.9,48.0,42.0
25/10/2004,06.00.00,1.2,59.0,53.5
25/10/2004,07.00.00,3.2,77.0,102.5
25/10/2004,08.00.00,4.4,88.0,132.0
25/10/2004,09.00.00,3.5,111.0,125.5
25/10/2004,10.00.00,3.2,114.0,121.0
25/10/2004,11.00.00,3.0,108.0,114.0
25/10/2004,12.00.00,3.5,111.0,125.5
25/10/2004,13.00.00,4.0,126.0,143.0
25/10/2004,14.00.00,3.8,117.0,134.5
25/10/2004,15.00.00,4.2,119.0,143.5
25/10/2004,16.00.00,5.0,125.0,162.5
25/10/2004,17.00.00,7.9,158.0,237.0
25/10/2004,18.00.00,8.4,149.0,242.5
25/10/2004,19.00.00,8.0,136.0,228.0
25/10/2004,20.00.00,6.4,112.0,184.0
25/10/2004,21.00.00,3.5,87.0,113.5
25/10/2004,22.00.00,3.5,82.0,111.0
25/10/2004,23.00.00,1.9,67.0,71.5
26/10/2004,00.00.00,2.2,68.0,78.0
26/10/2004,01.00.00,1.6,60.0,62.0
26/10/2004,02.00.00,1.0,48.0,44.0
26/10/2004,05.00.00,0.9,46.0,41.0
26/10/2004,06.00.00,1.4,54.0,55.0
26/10/2004,07.00.00,3.0,82.0,101.0
26/10/2004,08.00.00,4.5,93.0,136.5
26/10/2004,09.00.00,3.8,95.0,123.5
26/10/2004,10.00.00,3.4,120.0,128.0
26/10/2004,11.00.00,3.5,132.0,136.0
26/10/2004,12.00.00,4.4,146.0,161.0
26/10/2004,13.00.00,4.0,157.0,158.5
26/10/2004,14.00.00,4.5,158.0,169.0
26/10/2004,15.00.00,5.3,175.0,193.5
26/10/2004,16.00.00,5.8,166.0,199.0
26/10/2004,17.00.00,8.4,187.0,261.5
26/10/2004,18.00.00,9.5,180.0,280.0
26/10/2004,19.00.00,6.2,134.0,191.0
26/10/2004,20.00.00,5.0,127.0,163.5
26/10/2004,21.00.00,2.1,95.0,89.5
26/10/2004,22.00.00,1.4,79.0,67.5
26/10/2004,23.00.00,1.6,78.0,71.0
27/10/2004,00.00.00,2.0,80.0,80.0
27/10/2004,01.00.00,1.2,67.0,57.5
27/10/2004,02.00.00,0.8,61.0,46.5
27/10/2004,05.00.00,0.7,56.0,42.0
27/10/2004,06.00.00,1.7,68.0,68.0
27/10/2004,07.00.00,3.4,101.0,118.5
27/10/2004,08.00.00,4.9,119.0,157.5
27/10/2004,09.00.00,2.7,108.0,108.0
27/10/2004,10.00.00,3.2,132.0,130.0
27/10/2004,11.00.00,2.7,130.0,119.0
27/10/2004,12.00.00,3.2,129.0,128.5
27/10/2004,13.00.00,4.1,117.0,140.5
27/10/2004,14.00.00,3.6,119.0,131.5
27/10/2004,15.00.00,2.8,113.0,112.5
27/10/2004,16.00.00,2.1,102.0,93.0
27/10/2004,17.00.00,2.4,101.0,98.5
27/10/2004,18.00.00,3.6,116.0,130.0
27/10/2004,19.00.00,2.6,101.0,102.5
27/10/2004,20.00.00,2.8,94.0,103.0
27/10/2004,21.00.00,1.4,75.0,65.5
27/10/2004,22.00.00,1.1,69.0,56.5
27/10/2004,23.00.00,1.3,60.0,56.0
28/10/2004,00.00.00,0.9,58.0,47.0
28/10/2004,01.00.00,1.0,51.0,45.5
28/10/2004,02.00.00,0.9,45.0,40.5
28/10/2004,05.00.00,0.8,48.0,40.0
28/10/2004,06.00.00,1.6,61.0,62.5
28/10/2004,07.00.00,3.4,88.0,112.0
28/10/2004,08.00.00,4.4,102.0,139.0
28/10/2004,09.00.00,3.5,97.0,118.5
28/10/2004,10.00.00,3.4,116.0,126.0
28/10/2004,11.00.00,2.4,112.0,104.0
28/10/2004,12.00.00,2.3,101.0,96.5
28/10/2004,13.00.00,2.6,99.0,101.5
28/10/2004,14.00.00,2.9,113.0,114.5
28/10/2004,15.00.00,4.4,122.0,149.0
28/10/2004,16.00.00,5.0,139.0,169.5
28/10/2004,17.00.00,6.5,149.0,204.5
28/10/2004,18.00.00,5.9,136.0,186.0
28/10/2004,19.00.00,2.7,103.0,105.5
28/10/2004,20.00.00,2.5,112.0,106.0
28/10/2004,21.00.00,1.5,88.0,74.0
28/10/2004,22.00.00,1.0,63.0,51.5
28/10/2004,23.00.00,1.2,69.0,58.5
29/10/2004,00.00.00,1.0,65.0,52.5
29/10/2004,01.00.00,0.8,50.0,41.0
29/10/2004,02.00.00,0.6,43.0,33.5
29/10/2004,05.00.00,1.1,69.0,56.5
29/10/2004,06.00.00,1.3,91.0,71.5
29/10/2004,07.00.00,2.9,111.0,113.5
29/10/2004,08.00.00,3.7,124.0,136.0
29/10/2004,09.00.00,3.0,119.0,119.5
29/10/2004,10.00.00,1.4,77.0,66.5
29/10/2004,11.00.00,2.6,101.0,102.5
29/10/2004,12.00.00,4.2,116.0,142.0
29/10/2004,13.00.00,5.1,137.0,170.5
29/10/2004,14.00.00,5.5,163.0,191.5
29/10/2004,15.00.00,4.5,144.0,162.0
29/10/2004,16.00.00,2.7,118.0,113.0
29/10/2004,17.00.00,3.1,135.0,129.5
29/10/2004,18.00.00,4.2,129.0,148.5
29/10/2004,19.00.00,3.1,128.0,126.0
29/10/2004,20.00.00,1.7,103.0,85.5
29/10/2004,21.00.00,1.8,116.0,94.0
29/10/2004,22.00.00,1.7,95.0,81.5
29/10/2004,23.00.00,2.1,107.0,95.5
30/10/2004,00.00.00,2.4,108.0,102.0
30/10/2004,01.00.00,1.8,94.0,83.0
30/10/2004,02.00.00,1.5,84.0,72.0
30/10/2004,05.00.00,1.0,76.0,58.0
30/10/2004,06.00.00,1.4,82.0,69.0
30/10/2004,07.00.00,2.4,94.0,95.0
30/10/2004,08.00.00,3.1,102.0,113.0
30/10/2004,09.00.00,3.0,106.0,113.0
30/10/2004,10.00.00,2.7,108.0,108.0
30/10/2004,11.00.00,4.0,152.0,156.0
30/10/2004,12.00.00,3.7,160.0,154.0
30/10/2004,13.00.00,3.4,133.0,134.5
30/10/2004,14.00.00,3.4,147.0,141.5
30/10/2004,15.00.00,3.2,135.0,131.5
30/10/2004,16.00.00,3.9,135.0,145.5
30/10/2004,17.00.00,3.7,129.0,138.5
30/10/2004,18.00.00,4.3,117.0,144.5
30/10/2004,19.00.00,4.9,116.0,156.0
30/10/2004,20.00.00,4.0,109.0,134.5
30/10/2004,21.00.00,2.8,96.0,104.0
30/10/2004,22.00.00,2.4,90.0,93.0
30/10/2004,23.00.00,1.9,82.0,79.0
31/10/2004,00.00.00,2.0,86.0,83.0
31/10/2004,01.00.00,1.5,72.0,66.0
31/10/2004,02.00.00,1.3,61.0,56.5
31/10/2004,05.00.00,0.5,37.0,28.5
31/10/2004,06.00.00,0.4,31.0,23.5
31/10/2004,07.00.00,0.4,30.0,23.0
31/10/2004,08.00.00,0.9,41.0,38.5
31/10/2004,09.00.00,1.3,64.0,58.0
31/10/2004,10.00.00,2.1,74.0,79.0
31/10/2004,11.00.00,2.4,77.0,86.5
31/10/2004,12.00.00,2.0,83.0,81.5
31/10/2004,13.00.00,1.8,71.0,71.5
31/10/2004,14.00.00,1.5,62.0,61.0
31/10/2004,15.00.00,1.6,62.0,63.0
31/10/2004,16.00.00,2.2,79.0,83.5
31/10/2004,17.00.00,2.3,93.0,92.5
31/10/2004,18.00.00,6.6,106.0,185.0
31/10/2004,19.00.00,4.7,100.0,144.0
31/10/2004,20.00.00,4.1,89.0,126.5
31/10/2004,21.00.00,4.1,83.0,123.5
31/10/2004,22.00.00,2.7,76.0,92.0
31/10/2004,23.00.00,2.6,68.0,86.0
01/11/2004,00.00.00,3.2,69.0,98.5
01/11/2004,01.00.00,3.7,77.0,112.5
01/11/2004,02.00.00,3.5,68.0,104.0
01/11/2004,05.00.00,2.7,49.0,78.5
01/11/2004,06.00.00,1.8,45.0,58.5
01/11/2004,07.00.00,1.3,51.0,51.5
01/11/2004,08.00.00,1.5,51.0,55.5
01/11/2004,09.00.00,1.9,62.0,69.0
01/11/2004,10.00.00,2.2,74.0,81.0
01/11/2004,11.00.00,2.6,88.0,96.0
01/11/2004,12.00.00,2.7,90.0,99.0
01/11/2004,13.00.00,2.5,91.0,95.5
01/11/2004,14.00.00,1.5,64.0,62.0
01/11/2004,15.00.00,2.0,72.0,76.0
01/11/2004,16.00.00,3.1,88.0,106.0
01/11/2004,17.00.00,3.7,110.0,129.0
01/11/2004,18.00.00,4.0,95.0,127.5
01/11/2004,19.00.00,4.1,91.0,127.5
01/11/2004,20.00.00,3.1,94.0,109.0
01/11/2004,21.00.00,3.2,86.0,107.0
01/11/2004,22.00.00,3.2,79.0,103.5
01/11/2004,23.00.00,2.7,71.0,89.5
02/11/2004,00.00.00,2.3,62.0,77.0
02/11/2004,01.00.00,1.6,56.0,60.0
02/11/2004,02.00.00,1.1,49.0,46.5
02/11/2004,05.00.00,0.6,35.0,29.5
02/11/2004,06.00.00,0.5,37.0,28.5
02/11/2004,07.00.00,1.5,56.0,58.0
02/11/2004,08.00.00,3.4,85.0,110.5
02/11/2004,09.00.00,4.4,112.0,144.0
02/11/2004,10.00.00,4.4,107.0,141.5
02/11/2004,11.00.00,5.8,151.0,191.5
02/11/2004,12.00.00,4.9,151.0,173.5
02/11/2004,13.00.00,5.1,150.0,177.0
02/11/2004,14.00.00,7.5,190.0,245.0
02/11/2004,15.00.00,5.8,168.0,200.0
02/11/2004,16.00.00,5.9,127.0,181.5
02/11/2004,17.00.00,6.8,140.0,206.0
02/11/2004,18.00.00,7.9,158.0,237.0
02/11/2004,19.00.00,8.0,121.0,220.5
02/11/2004,20.00.00,9.2,119.0,243.5
02/11/2004,21.00.00,5.9,96.0,166.0
02/11/2004,22.00.00,3.7,77.0,112.5
02/11/2004,23.00.00,2.6,66.0,85.0
03/11/2004,00.00.00,1.1,56.0,50.0
03/11/2004,01.00.00,2.6,62.0,83.0
03/11/2004,02.00.00,2.2,58.0,73.0
03/11/2004,05.00.00,0.5,35.0,27.5
03/11/2004,06.00.00,0.7,50.0,39.0
03/11/2004,07.00.00,1.3,64.0,58.0
03/11/2004,08.00.00,2.2,75.0,81.5
03/11/2004,09.00.00,3.7,101.0,124.5
03/11/2004,10.00.00,3.7,94.0,121.0
03/11/2004,11.00.00,3.4,95.0,115.5
03/11/2004,12.00.00,3.4,124.0,130.0
03/11/2004,13.00.00,2.6,86.0,95.0
03/11/2004,14.00.00,2.5,79.0,89.5
03/11/2004,15.00.00,2.5,87.0,93.5
03/11/2004,16.00.00,2.7,94.0,101.0
03/11/2004,17.00.00,3.2,107.0,117.5
03/11/2004,18.00.00,3.7,107.0,127.5
03/11/2004,19.00.00,4.6,117.0,150.5
03/11/2004,20.00.00,3.3,97.0,114.5
03/11/2004,21.00.00,2.4,90.0,93.0
03/11/2004,22.00.00,2.8,86.0,99.0
03/11/2004,23.00.00,2.7,77.0,92.5
04/11/2004,00.00.00,1.8,66.0,69.0
04/11/2004,01.00.00,1.1,57.0,50.5
04/11/2004,02.00.00,1.2,55.0,51.5
04/11/2004,04.00.00,0.6,40.0,32.0
04/11/2004,05.00.00,0.5,40.0,30.0
04/11/2004,06.00.00,0.7,46.0,37.0
04/11/2004,07.00.00,0.8,53.0,42.5
04/11/2004,08.00.00,3.5,84.0,112.0
04/11/2004,09.00.00,3.6,88.0,116.0
04/11/2004,18.00.00,8.7,171.0,259.5
04/11/2004,19.00.00,5.8,124.0,178.0
04/11/2004,20.00.00,4.3,97.0,134.5
04/11/2004,21.00.00,3.6,92.0,118.0
04/11/2004,22.00.00,3.9,96.0,126.0
04/11/2004,23.00.00,2.4,74.0,85.0
05/11/2004,00.00.00,1.6,65.0,64.5
05/11/2004,01.00.00,1.8,62.0,67.0
05/11/2004,02.00.00,1.5,59.0,59.5
05/11/2004,04.00.00,0.5,41.0,30.5
05/11/2004,05.00.00,0.4,38.0,27.0
05/11/2004,06.00.00,0.5,43.0,31.5
05/11/2004,07.00.00,0.8,52.0,42.0
05/11/2004,08.00.00,2.0,75.0,77.5
05/11/2004,09.00.00,6.2,118.0,183.0
05/11/2004,10.00.00,4.5,126.0,153.0
05/11/2004,11.00.00,4.6,151.0,167.5
05/11/2004,12.00.00,3.3,107.0,119.5
05/11/2004,13.00.00,3.6,114.0,129.0
05/11/2004,14.00.00,4.4,125.0,150.5
05/11/2004,15.00.00,4.3,138.0,155.0
05/11/2004,16.00.00,5.0,144.0,172.0
05/11/2004,17.00.00,8.1,180.0,252.0
05/11/2004,18.00.00,8.0,154.0,237.0
05/11/2004,19.00.00,3.6,105.0,124.5
05/11/2004,20.00.00,2.9,98.0,107.0
05/11/2004,21.00.00,2.7,93.0,100.5
05/11/2004,22.00.00,1.9,76.0,76.0
05/11/2004,23.00.00,1.3,69.0,60.5
06/11/2004,00.00.00,1.2,66.0,57.0
06/11/2004,01.00.00,1.8,76.0,74.0
06/11/2004,02.00.00,1.9,73.0,74.5
06/11/2004,04.00.00,0.9,54.0,45.0
06/11/2004,05.00.00,0.5,44.0,32.0
06/11/2004,06.00.00,0.6,45.0,34.5
06/11/2004,07.00.00,1.1,58.0,51.0
06/11/2004,08.00.00,2.8,87.0,99.5
06/11/2004,09.00.00,2.9,97.0,106.5
06/11/2004,10.00.00,1.7,80.0,74.0
06/11/2004,11.00.00,2.3,82.0,87.0
06/11/2004,12.00.00,3.3,112.0,122.0
06/11/2004,13.00.00,3.5,121.0,130.5
06/11/2004,14.00.00,3.8,132.0,142.0
06/11/2004,15.00.00,3.4,141.0,138.5
06/11/2004,16.00.00,3.8,130.0,141.0
06/11/2004,17.00.00,3.6,113.0,128.5
06/11/2004,18.00.00,3.5,101.0,120.5
06/11/2004,19.00.00,2.8,91.0,101.5
06/11/2004,20.00.00,2.5,90.0,95.0
06/11/2004,21.00.00,3.1,90.0,107.0
06/11/2004,22.00.00,1.8,83.0,77.5
06/11/2004,23.00.00,1.6,73.0,68.5
07/11/2004,00.00.00,1.9,80.0,78.0
07/11/2004,01.00.00,2.0,87.0,83.5
07/11/2004,02.00.00,1.4,79.0,67.5
07/11/2004,05.00.00,0.7,42.0,35.0
07/11/2004,06.00.00,0.4,31.0,23.5
07/11/2004,07.00.00,0.4,35.0,25.5
07/11/2004,08.00.00,0.5,51.0,35.5
07/11/2004,09.00.00,0.7,58.0,43.0
07/11/2004,10.00.00,0.7,57.0,42.5
07/11/2004,11.00.00,0.7,63.0,45.5
07/11/2004,12.00.00,1.0,61.0,50.5
07/11/2004,13.00.00,1.0,34.0,37.0
07/11/2004,14.00.00,0.9,26.0,31.0
07/11/2004,15.00.00,0.9,28.0,32.0
07/11/2004,16.00.00,0.9,50.0,43.0
07/11/2004,17.00.00,1.1,55.0,49.5
07/11/2004,18.00.00,3.2,84.0,106.0
07/11/2004,19.00.00,3.1,140.0,132.0
07/11/2004,20.00.00,3.1,138.0,131.0
07/11/2004,21.00.00,2.3,127.0,109.5
07/11/2004,22.00.00,1.8,117.0,94.5
07/11/2004,23.00.00,0.8,57.0,44.5
08/11/2004,00.00.00,0.9,59.0,47.5
08/11/2004,01.00.00,0.8,62.0,47.0
08/11/2004,02.00.00,0.7,42.0,35.0
08/11/2004,04.00.00,0.2,13.0,10.5
08/11/2004,05.00.00,0.2,18.0,13.0
08/11/2004,06.00.00,0.3,26.0,19.0
08/11/2004,07.00.00,0.7,72.0,50.0
08/11/2004,08.00.00,1.7,131.0,99.5
08/11/2004,09.00.00,1.8,133.0,102.5
08/11/2004,10.00.00,1.5,116.0,88.0
08/11/2004,11.00.00,1.3,117.0,84.5
08/11/2004,12.00.00,1.2,103.0,75.5
08/11/2004,13.00.00,1.3,100.0,76.0
08/11/2004,14.00.00,1.8,105.0,88.5
08/11/2004,15.00.00,1.7,121.0,94.5
08/11/2004,16.00.00,2.2,132.0,110.0
08/11/2004,17.00.00,3.2,156.0,142.0
08/11/2004,18.00.00,5.9,183.0,209.5
10/11/2004,04.00.00,0.2,29.0,18.5
10/11/2004,05.00.00,0.2,26.0,17.0
10/11/2004,06.00.00,0.3,39.0,25.5
10/11/2004,07.00.00,0.5,72.0,46.0
10/11/2004,08.00.00,1.4,128.0,92.0
10/11/2004,09.00.00,2.0,149.0,114.5
10/11/2004,10.00.00,1.6,165.0,114.5
10/11/2004,11.00.00,1.3,150.0,101.0
10/11/2004,12.00.00,1.4,165.0,110.5
10/11/2004,13.00.00,1.9,175.0,125.5
10/11/2004,14.00.00,2.7,145.0,126.5
10/11/2004,15.00.00,2.1,98.0,91.0
10/11/2004,16.00.00,2.4,105.0,100.5
10/11/2004,17.00.00,2.7,106.0,107.0
10/11/2004,18.00.00,2.5,141.0,120.5
10/11/2004,19.00.00,3.7,177.0,162.5
10/11/2004,20.00.00,4.6,182.0,183.0
10/11/2004,21.00.00,3.9,193.0,174.5
10/11/2004,22.00.00,2.2,148.0,118.0
10/11/2004,23.00.00,2.7,167.0,137.5
11/11/2004,00.00.00,2.6,158.0,131.0
11/11/2004,01.00.00,2.1,132.0,108.0
11/11/2004,02.00.00,1.4,97.0,76.5
11/11/2004,04.00.00,1.1,74.0,59.0
11/11/2004,05.00.00,1.1,68.0,56.0
11/11/2004,06.00.00,1.1,89.0,66.5
11/11/2004,07.00.00,1.5,117.0,88.5
11/11/2004,08.00.00,3.1,190.0,157.0
11/11/2004,09.00.00,6.8,211.0,241.5
11/11/2004,10.00.00,5.4,190.0,203.0
11/11/2004,11.00.00,4.5,194.0,187.0
11/11/2004,12.00.00,3.0,210.0,165.0
11/11/2004,13.00.00,2.8,199.0,155.5
11/11/2004,14.00.00,3.9,178.0,167.0
11/11/2004,15.00.00,3.4,184.0,160.0
11/11/2004,16.00.00,3.2,186.0,157.0
11/11/2004,17.00.00,2.8,168.0,140.0
11/11/2004,18.00.00,3.9,187.0,171.5
11/11/2004,19.00.00,3.5,166.0,153.0
11/11/2004,20.00.00,4.7,177.0,182.5
11/11/2004,21.00.00,4.6,207.0,195.5
11/11/2004,22.00.00,1.2,114.0,81.0
11/11/2004,23.00.00,1.1,84.0,64.0
12/11/2004,00.00.00,1.2,92.0,70.0
12/11/2004,01.00.00,1.6,111.0,87.5
12/11/2004,02.00.00,0.7,71.0,49.5
12/11/2004,05.00.00,0.6,50.0,37.0
12/11/2004,06.00.00,0.5,53.0,36.5
12/11/2004,07.00.00,0.6,67.0,45.5
12/11/2004,08.00.00,1.4,113.0,84.5
12/11/2004,09.00.00,2.0,140.0,110.0
12/11/2004,10.00.00,1.6,116.0,90.0
12/11/2004,11.00.00,1.6,122.0,93.0
12/11/2004,12.00.00,1.7,116.0,92.0
12/11/2004,13.00.00,2.0,118.0,99.0
12/11/2004,14.00.00,2.3,125.0,108.5
12/11/2004,15.00.00,2.4,126.0,111.0
12/11/2004,16.00.00,2.2,135.0,111.5
12/11/2004,17.00.00,2.6,140.0,122.0
12/11/2004,18.00.00,4.0,163.0,161.5
12/11/2004,19.00.00,5.2,178.0,193.0
12/11/2004,20.00.00,3.9,160.0,158.0
12/11/2004,21.00.00,3.8,166.0,159.0
12/11/2004,22.00.00,1.6,115.0,89.5
12/11/2004,23.00.00,1.5,107.0,83.5
13/11/2004,00.00.00,1.6,108.0,86.0
13/11/2004,01.00.00,1.5,111.0,85.5
13/11/2004,02.00.00,1.0,75.0,57.5
13/11/2004,04.00.00,1.3,88.0,70.0
13/11/2004,05.00.00,1.0,71.0,55.5
13/11/2004,06.00.00,1.0,75.0,57.5
13/11/2004,07.00.00,0.9,86.0,61.0
13/11/2004,08.00.00,2.1,124.0,104.0
13/11/2004,09.00.00,2.1,128.0,106.0
13/11/2004,10.00.00,3.1,164.0,144.0
13/11/2004,11.00.00,3.8,199.0,175.5
13/11/2004,12.00.00,3.7,192.0,170.0
13/11/2004,13.00.00,3.6,166.0,155.0
13/11/2004,14.00.00,3.3,133.0,132.5
13/11/2004,15.00.00,2.1,118.0,101.0
13/11/2004,16.00.00,2.3,133.0,112.5
13/11/2004,17.00.00,2.1,128.0,106.0
13/11/2004,18.00.00,1.9,116.0,96.0
13/11/2004,19.00.00,1.9,118.0,97.0
13/11/2004,20.00.00,2.3,142.0,117.0
13/11/2004,21.00.00,1.7,113.0,90.5
13/11/2004,22.00.00,0.8,59.0,45.5
13/11/2004,23.00.00,0.8,52.0,42.0
14/11/2004,00.00.00,0.8,57.0,44.5
14/11/2004,01.00.00,0.8,58.0,45.0
14/11/2004,02.00.00,0.6,44.0,34.0
14/11/2004,04.00.00,0.3,26.0,19.0
14/11/2004,05.00.00,0.3,20.0,16.0
14/11/2004,06.00.00,0.2,17.0,12.5
14/11/2004,07.00.00,0.2,21.0,14.5
14/11/2004,08.00.00,0.3,29.0,20.5
14/11/2004,09.00.00,0.3,39.0,25.5
14/11/2004,10.00.00,0.4,41.0,28.5
14/11/2004,11.00.00,0.4,44.0,30.0
14/11/2004,12.00.00,0.6,54.0,39.0
14/11/2004,13.00.00,0.6,62.0,43.0
14/11/2004,14.00.00,0.6,62.0,43.0
14/11/2004,15.00.00,0.5,48.0,34.0
14/11/2004,16.00.00,0.6,59.0,41.5
14/11/2004,17.00.00,0.7,63.0,45.5
14/11/2004,18.00.00,1.4,78.0,67.0
14/11/2004,19.00.00,1.2,99.0,73.5
14/11/2004,20.00.00,1.1,106.0,75.0
14/11/2004,21.00.00,1.0,97.0,68.5
14/11/2004,22.00.00,0.6,67.0,45.5
14/11/2004,23.00.00,0.8,73.0,52.5
15/11/2004,00.00.00,0.6,62.0,43.0
15/11/2004,01.00.00,0.5,44.0,32.0
15/11/2004,02.00.00,0.3,31.0,21.5
15/11/2004,05.00.00,0.3,22.0,17.0
15/11/2004,06.00.00,0.4,41.0,28.5
15/11/2004,07.00.00,0.7,94.0,61.0
15/11/2004,08.00.00,2.0,167.0,123.5
15/11/2004,09.00.00,2.4,162.0,129.0
15/11/2004,10.00.00,1.8,141.0,106.5
15/11/2004,11.00.00,1.6,127.0,95.5
15/11/2004,12.00.00,1.7,116.0,92.0
15/11/2004,13.00.00,1.8,104.0,88.0
15/11/2004,14.00.00,1.7,111.0,89.5
15/11/2004,15.00.00,1.7,114.0,91.0
15/11/2004,16.00.00,1.7,121.0,94.5
15/11/2004,17.00.00,2.6,164.0,134.0
15/11/2004,18.00.00,4.0,194.0,177.0
15/11/2004,19.00.00,3.8,175.0,163.5
15/11/2004,20.00.00,4.0,180.0,170.0
15/11/2004,21.00.00,2.4,147.0,121.5
15/11/2004,22.00.00,1.4,112.0,84.0
15/11/2004,23.00.00,1.3,94.0,73.0
16/11/2004,00.00.00,1.3,91.0,71.5
16/11/2004,01.00.00,1.0,76.0,58.0
16/11/2004,02.00.00,0.8,73.0,52.5
16/11/2004,04.00.00,0.4,32.0,24.0
16/11/2004,05.00.00,0.5,40.0,30.0
16/11/2004,06.00.00,0.5,63.0,41.5
16/11/2004,07.00.00,0.9,119.0,77.5
16/11/2004,08.00.00,3.5,202.0,171.0
16/11/2004,09.00.00,5.2,222.0,215.0
16/11/2004,10.00.00,4.3,212.0,192.0
16/11/2004,11.00.00,3.5,219.0,179.5
16/11/2004,12.00.00,2.6,189.0,146.5
16/11/2004,13.00.00,2.5,147.0,123.5
16/11/2004,14.00.00,2.8,161.0,136.5
16/11/2004,15.00.00,2.2,148.0,118.0
16/11/2004,16.00.00,2.4,148.0,122.0
16/11/2004,17.00.00,3.5,188.0,164.0
16/11/2004,18.00.00,4.2,206.0,187.0
16/11/2004,19.00.00,3.1,168.0,146.0
16/11/2004,20.00.00,3.2,171.0,149.5
16/11/2004,21.00.00,2.8,171.0,141.5
16/11/2004,22.00.00,2.2,142.0,115.0
16/11/2004,23.00.00,1.8,134.0,103.0
17/11/2004,00.00.00,1.7,107.0,87.5
17/11/2004,01.00.00,1.6,121.0,92.5
17/11/2004,02.00.00,1.1,85.0,64.5
17/11/2004,04.00.00,0.7,68.0,48.0
17/11/2004,05.00.00,0.8,69.0,50.5
17/11/2004,06.00.00,0.9,81.0,58.5
17/11/2004,07.00.00,1.2,92.0,70.0
17/11/2004,08.00.00,3.3,200.0,166.0
17/11/2004,09.00.00,3.8,201.0,176.5
17/11/2004,10.00.00,3.2,213.0,170.5
17/11/2004,12.00.00,3.2,187.0,157.5
17/11/2004,13.00.00,4.2,205.0,186.5
17/11/2004,14.00.00,4.3,212.0,192.0
17/11/2004,15.00.00,4.0,198.0,179.0
17/11/2004,16.00.00,4.1,171.0,167.5
17/11/2004,17.00.00,7.8,272.0,292.0
17/11/2004,18.00.00,10.2,192.0,300.0
